PLAYER_NAME,PTS,REB,AST,MIN,TeamID,team_abbv
Jermaine Samuels Jr.,2.0,1.0,0.0,6.333333333333333,1610612745,HOU
Aaron Holiday,5.666666666666667,1.5833333333333333,1.5833333333333333,16.916666666666668,1610612745,HOU
Amen Thompson,6.25,2.75,1.5,16.75,1610612745,HOU
Jock Landale,1.6363636363636365,2.0,0.7272727272727273,8.727272727272727,1610612745,HOU
Jalen Green,19.642857142857142,4.428571428571429,2.857142857142857,31.642857142857142,1610612745,HOU
Fred VanVleet,16.571428571428573,4.142857142857143,9.0,37.357142857142854,1610612745,HOU
Cam Whitmore,2.3333333333333335,1.0,0.3333333333333333,7.666666666666667,1610612745,HOU
Jae'Sean Tate,6.142857142857143,4.0,1.2857142857142858,19.357142857142858,1610612745,HOU
Dillon Brooks,13.428571428571429,3.7857142857142856,1.8571428571428572,31.285714285714285,1610612745,HOU
Jabari Smith Jr.,13.214285714285714,7.714285714285714,1.2857142857142858,29.642857142857142,1610612745,HOU
Nate Hinton,3.0,0.0,0.0,4.0,1610612745,HOU
Tari Eason,6.571428571428571,5.714285714285714,1.0,17.285714285714285,1610612745,HOU
Reggie Bullock Jr.,0.8571428571428571,1.7142857142857142,0.42857142857142855,9.142857142857142,1610612745,HOU
Alperen Sengun,20.214285714285715,9.071428571428571,5.642857142857143,32.857142857142854,1610612745,HOU
Jeff Green,5.928571428571429,2.5,0.5,14.357142857142858,1610612745,HOU
Boban Marjanovic,3.3333333333333335,2.6666666666666665,1.0,6.666666666666667,1610612745,HOU
