PLAYER_NAME,Game_ID,GAME_DATE,MATCHUP,MIN,PTS,FGM,FGA,FG_PCT,FTM,FTA,FT_PCT,FG3M,FG3A,FG3_PCT,REB,PLUS_MINUS,HOME_AWAY,VERSUS_SPECIFIC_TEAM,opposing_team_pts
Luka Doncic,0021900109,2019-11-06,DAL vs. ORL,37,27,10,21,0.476,6,7,0.857,1,7,0.143,7,6,0,1,106
Luka Doncic,0021900089,2019-11-03,DAL @ CLE,34,29,9,17,0.529,6,6,1.0,5,10,0.5,14,15,1,1,111
Luka Doncic,0021900074,2019-11-01,DAL vs. LAL,38,31,10,23,0.435,7,8,0.875,4,9,0.444,13,-4,0,1,119
Luka Doncic,0021900053,2019-10-29,DAL @ DEN,32,12,3,12,0.25,5,8,0.625,1,6,0.167,4,-17,1,1,106
Luka Doncic,0021900038,2019-10-27,DAL vs. POR,38,29,8,22,0.364,11,14,0.786,2,11,0.182,12,5,0,1,121
Luka Doncic,0021900021,2019-10-25,DAL @ NOP,38,25,10,19,0.526,2,2,1.0,3,9,0.333,10,12,1,1,116
Luka Doncic,0021900009,2019-10-23,DAL vs. WAS,34,34,12,19,0.632,6,8,0.75,4,9,0.444,9,0,0,1,100
Luka Doncic,0021801216,2019-04-09,DAL vs. PHX,32,21,6,14,0.429,7,8,0.875,2,5,0.4,16,15,0,1,109
Luka Doncic,0021801172,2019-04-03,DAL vs. MIN,32,27,11,21,0.524,3,3,1.0,2,8,0.25,12,-15,0,1,110
Luka Doncic,0021801124,2019-03-28,DAL @ MIA,31,19,6,18,0.333,4,6,0.667,3,9,0.333,8,-8,1,1,105
Luka Doncic,0021801114,2019-03-26,DAL vs. SAC,36,28,9,20,0.45,10,11,0.909,0,9,0.0,12,-7,0,1,125
Luka Doncic,0021801092,2019-03-23,DAL @ GSW,27,23,6,14,0.429,7,11,0.636,4,11,0.364,11,29,1,1,91
Luka Doncic,0021801078,2019-03-21,DAL @ SAC,26,13,4,19,0.211,3,5,0.6,2,10,0.2,10,-23,1,1,116
Luka Doncic,0021801073,2019-03-20,DAL @ POR,29,24,8,16,0.5,7,7,1.0,1,4,0.25,5,-7,1,1,126
Luka Doncic,0021801056,2019-03-18,DAL vs. NOP,39,29,10,26,0.385,8,11,0.727,1,7,0.143,13,-8,0,1,129
Luka Doncic,0021801025,2019-03-14,DAL @ DEN,35,24,10,23,0.435,3,7,0.429,1,8,0.125,11,-2,1,1,100
Luka Doncic,0021801011,2019-03-12,DAL vs. SAS,34,12,5,18,0.278,1,9,0.111,1,7,0.143,6,-11,0,1,112
Luka Doncic,0021800997,2019-03-10,DAL vs. HOU,37,19,5,16,0.313,8,9,0.889,1,6,0.167,15,-5,0,1,94
Luka Doncic,0021800978,2019-03-08,DAL @ ORL,33,24,9,20,0.45,3,5,0.6,3,8,0.375,8,-5,1,1,111
Luka Doncic,0021800967,2019-03-06,DAL @ WAS,36,31,11,26,0.423,7,9,0.778,2,8,0.25,11,-10,1,1,132
Luka Doncic,0021800952,2019-03-04,DAL @ BKN,29,16,6,16,0.375,1,4,0.25,3,7,0.429,6,-31,1,1,127
Luka Doncic,0021800939,2019-03-02,DAL vs. MEM,26,22,7,14,0.5,7,12,0.583,1,8,0.125,4,-14,0,1,111
Luka Doncic,0021800918,2019-02-27,DAL vs. IND,32,26,9,16,0.563,5,7,0.714,3,8,0.375,10,0,0,1,101
Luka Doncic,0021800907,2019-02-25,DAL @ LAC,33,28,7,12,0.583,10,12,0.833,4,6,0.667,10,1,1,1,121
Luka Doncic,0021800859,2019-02-13,DAL vs. MIA,33,18,5,17,0.294,5,7,0.714,3,9,0.333,12,-12,0,1,112
Luka Doncic,0021800844,2019-02-11,DAL @ HOU,36,21,7,17,0.412,5,9,0.556,2,9,0.222,10,-5,1,1,120
Luka Doncic,0021800834,2019-02-10,DAL vs. POR,38,28,9,19,0.474,6,8,0.75,4,9,0.444,9,-4,0,1,101
Luka Doncic,0021800821,2019-02-08,DAL vs. MIL,27,20,7,14,0.5,3,7,0.429,3,7,0.429,3,-28,0,1,122
Luka Doncic,0021800807,2019-02-06,DAL vs. CHA,35,19,5,20,0.25,7,9,0.778,2,10,0.2,10,9,0,1,93
Luka Doncic,0021800780,2019-02-02,DAL @ CLE,33,35,13,25,0.52,5,7,0.714,4,11,0.364,11,8,1,1,98
Luka Doncic,0021800758,2019-01-30,DAL @ NYK,29,16,7,18,0.389,0,1,0.0,2,9,0.222,8,15,1,1,90
Luka Doncic,0021800739,2019-01-27,DAL vs. TOR,36,35,14,24,0.583,4,6,0.667,3,9,0.333,12,-2,0,1,123
Luka Doncic,0021800726,2019-01-25,DAL vs. DET,35,32,9,19,0.474,11,13,0.846,3,9,0.333,8,2,0,1,101
Luka Doncic,0021800704,2019-01-22,DAL vs. LAC,32,17,5,15,0.333,7,10,0.7,0,8,0.0,7,2,0,1,98
Luka Doncic,0021800694,2019-01-21,DAL @ MIL,33,18,6,17,0.353,4,5,0.8,2,5,0.4,11,-10,1,1,116
Luka Doncic,0021800681,2019-01-19,DAL @ IND,24,8,3,14,0.214,2,4,0.5,0,5,0.0,5,-6,1,1,111
Luka Doncic,0021800661,2019-01-16,DAL vs. SAS,36,25,10,21,0.476,2,2,1.0,3,9,0.333,8,8,0,1,105
Luka Doncic,0021800642,2019-01-13,DAL vs. GSW,32,26,8,18,0.444,5,8,0.625,5,10,0.5,6,-14,0,1,119
Luka Doncic,0021800626,2019-01-11,DAL @ MIN,35,29,10,23,0.435,7,10,0.7,2,9,0.222,8,5,1,1,115
Luka Doncic,0021800613,2019-01-09,DAL vs. PHX,36,30,8,14,0.571,10,16,0.625,4,9,0.444,5,10,0,1,94
Luka Doncic,0021800596,2019-01-07,DAL vs. LAL,35,27,10,23,0.435,5,7,0.714,2,6,0.333,8,-7,0,1,107
Luka Doncic,0021800578,2019-01-05,DAL @ PHI,26,14,4,16,0.25,5,10,0.5,1,8,0.125,9,-18,1,0,106
Luka Doncic,0021800566,2019-01-04,DAL @ BOS,29,19,7,16,0.438,1,2,0.5,4,8,0.5,9,3,1,1,114
Luka Doncic,0021800554,2019-01-02,DAL @ CHA,26,18,7,16,0.438,1,2,0.5,3,7,0.429,10,14,1,1,84
Luka Doncic,0021800547,2018-12-31,DAL @ OKC,23,17,4,10,0.4,6,6,1.0,3,6,0.5,6,-16,1,1,122
Luka Doncic,0021800539,2018-12-30,DAL vs. OKC,34,25,9,19,0.474,3,4,0.75,4,11,0.364,3,11,0,1,103
Luka Doncic,0021800523,2018-12-28,DAL @ NOP,34,34,10,16,0.625,7,13,0.538,7,10,0.7,2,5,1,1,114
Luka Doncic,0021800509,2018-12-26,DAL vs. NOP,31,21,5,13,0.385,11,12,0.917,0,5,0.0,9,3,0,1,119
Luka Doncic,0021800495,2018-12-23,DAL @ POR,35,23,7,21,0.333,7,9,0.778,2,7,0.286,11,-3,1,1,121
Luka Doncic,0021800484,2018-12-22,DAL @ GSW,30,19,7,15,0.467,2,4,0.5,3,6,0.5,3,-2,1,1,120
Luka Doncic,0021800468,2018-12-20,DAL @ LAC,31,32,10,20,0.5,9,13,0.692,3,6,0.5,4,-1,1,1,125
Luka Doncic,0021800454,2018-12-18,DAL @ DEN,35,23,5,15,0.333,10,12,0.833,3,9,0.333,6,7,1,1,126
Luka Doncic,0021800440,2018-12-16,DAL vs. SAC,35,28,9,15,0.6,9,14,0.643,1,5,0.2,6,-3,0,1,120
Luka Doncic,0021800419,2018-12-13,DAL @ PHX,31,13,6,12,0.5,0,2,0.0,1,5,0.2,5,-8,1,1,99
Luka Doncic,0021800412,2018-12-12,DAL vs. ATL,35,24,5,14,0.357,12,15,0.8,2,6,0.333,10,4,0,1,107
Luka Doncic,0021800397,2018-12-10,DAL vs. ORL,26,7,2,11,0.182,3,3,1.0,0,5,0.0,11,16,0,1,76
Luka Doncic,0021800378,2018-12-08,DAL vs. HOU,32,21,7,17,0.412,4,5,0.8,3,7,0.429,7,8,0,1,104
Luka Doncic,0021800363,2018-12-05,DAL @ NOP,22,8,2,8,0.25,3,4,0.75,1,4,0.25,4,-8,1,1,132
Luka Doncic,0021800352,2018-12-04,DAL vs. POR,32,21,6,14,0.429,7,9,0.778,2,4,0.5,9,4,0,1,102
Luka Doncic,0021800328,2018-11-30,DAL @ LAL,32,6,2,13,0.154,2,3,0.667,0,5,0.0,6,-8,1,1,114
Luka Doncic,0021800309,2018-11-28,DAL @ HOU,24,20,6,11,0.545,5,5,1.0,3,7,0.429,6,-6,1,1,108
Luka Doncic,0021800283,2018-11-24,DAL vs. BOS,31,15,5,11,0.455,2,2,1.0,3,4,0.75,0,8,0,1,0
Luka Doncic,0021800261,2018-11-21,DAL vs. BKN,34,21,5,11,0.455,9,11,0.818,2,3,0.667,9,1,0,1,0
Luka Doncic,0021800244,2018-11-19,DAL @ MEM,37,15,6,20,0.3,0,0,0.0,3,9,0.333,10,3,1,1,0
Luka Doncic,0021800232,2018-11-17,DAL vs. GSW,36,24,9,20,0.45,4,4,1.0,2,8,0.25,9,18,0,1,0
Luka Doncic,0021800210,2018-11-14,DAL vs. UTA,25,13,5,13,0.385,1,2,0.5,2,4,0.5,6,17,0,1,0
Luka Doncic,0021800193,2018-11-12,DAL @ CHI,32,11,3,12,0.25,3,4,0.75,2,7,0.286,6,-13,1,1,0
Luka Doncic,0021800181,2018-11-10,DAL vs. OKC,31,22,9,15,0.6,3,4,0.75,1,4,0.25,6,16,0,1,0
Luka Doncic,0021800160,2018-11-07,DAL @ UTA,35,24,7,14,0.5,7,7,1.0,3,4,0.75,6,-15,1,1,0
Luka Doncic,0021800150,2018-11-06,DAL vs. WAS,33,23,9,16,0.563,3,3,1.0,2,7,0.286,7,11,0,1,0
Luka Doncic,0021800121,2018-11-02,DAL vs. NYK,35,18,8,15,0.533,0,1,0.0,2,6,0.333,9,-10,0,1,0
Luka Doncic,0021800109,2018-10-31,DAL @ LAL,28,14,5,11,0.455,1,2,0.5,3,6,0.5,5,-13,1,1,0
Luka Doncic,0021800094,2018-10-29,DAL @ SAS,40,31,11,18,0.611,5,6,0.833,4,6,0.667,8,7,1,1,0
Luka Doncic,0021800084,2018-10-28,DAL vs. UTA,37,14,5,13,0.385,2,2,1.0,2,6,0.333,6,4,0,1,0
Luka Doncic,0021800069,2018-10-26,DAL @ TOR,35,22,7,14,0.5,4,4,1.0,4,6,0.667,5,0,1,1,0
Luka Doncic,0021800052,2018-10-24,DAL @ ATL,34,21,7,18,0.389,5,8,0.625,2,9,0.222,9,-12,1,1,0
Luka Doncic,0021800044,2018-10-22,DAL vs. CHI,36,19,7,14,0.5,2,2,1.0,3,8,0.375,3,5,0,1,0
Luka Doncic,0021800032,2018-10-20,DAL vs. MIN,36,26,8,16,0.5,6,9,0.667,4,9,0.444,6,4,0,1,0
Luka Doncic,0021800013,2018-10-17,DAL @ PHX,32,10,5,16,0.313,0,2,0.0,0,5,0.0,8,-18,1,1,0
