PLAYER_NAME,PTS,REB,AST,MIN,TeamID,team_abbv
Christian Braun,8.722222222222221,4.333333333333333,1.9444444444444444,21.166666666666668,1610612743,DEN
Michael Porter Jr.,16.88888888888889,7.833333333333333,1.4444444444444444,31.055555555555557,1610612743,DEN
Julian Strawther,5.333333333333333,1.1333333333333333,1.0,12.266666666666667,1610612743,DEN
Hunter Tyson,0.3333333333333333,0.6666666666666666,0.16666666666666666,2.3333333333333335,1610612743,DEN
Kentavious Caldwell-Pope,11.166666666666666,2.0,2.611111111111111,34.22222222222222,1610612743,DEN
DeAndre Jordan,9.333333333333334,6.666666666666667,2.3333333333333335,19.333333333333332,1610612743,DEN
Reggie Jackson,12.833333333333334,2.5555555555555554,4.5,26.555555555555557,1610612743,DEN
Peyton Watson,4.352941176470588,1.8823529411764706,0.7647058823529411,14.529411764705882,1610612743,DEN
Justin Holiday,3.5555555555555554,1.4444444444444444,0.6666666666666666,12.222222222222221,1610612743,DEN
Braxton Key,0.4,0.4,0.8,2.4,1610612743,DEN
Nikola Jokic,28.823529411764707,13.352941176470589,8.882352941176471,33.705882352941174,1610612743,DEN
Collin Gillespie,2.2222222222222223,0.3333333333333333,0.8888888888888888,8.88888888888889,1610612743,DEN
Zeke Nnaji,3.5,2.2777777777777777,0.4444444444444444,10.055555555555555,1610612743,DEN
Jalen Pickett,2.5,1.0,0.7,7.2,1610612743,DEN
Jamal Murray,16.285714285714285,2.5714285714285716,7.428571428571429,30.857142857142858,1610612743,DEN
Jay Huff,1.0,0.0,0.0,1.0,1610612743,DEN
Aaron Gordon,13.125,7.1875,3.8125,33.8125,1610612743,DEN
